championId,championName,teamPosition,total_games_played_in_role,avg_kills,avg_deaths,avg_deaths_by_enemy_champs,avg_assists,avg_kill_participation,avg_takedowns,total_wins,avg_pct_damage_in_team,avg_dmg_per_minute,avg_dmg_dealt_to_champions,avg_dmg_dealt,avg_magic_dmg_to_champs,avg_magic_dmg,avg_physical_dmg_to_champs,avg_physical_dmg,avg_true_dmg_to_champs,avg_true_dmg,avg_largest_crit,avg_time_ccing_champs,avg_total_time_cc_dealt,avg_champ_immobilizations,avg_dmg_taken_team_pct,avg_dmg_taken,avg_magic_dmg_taken,avg_physical_dmg_taken,avg_tru_dmg_taken,avg_dmg_self_mitigated,avg_times_killed_champ_took_full_team_dmg_and_survived,avg_times_survived_single_digit_hp,avg_times_survived_3_immobilizes_in_fight,avg_times_took_large_dmg_survived,avg_total_healing,avg_heals_on_teammate,avg_total_units_healed,avg_dmg_shielded_on_team,avg_effective_heal_and_shield,avg_supp_quest_completion_time,avg_longest_time_alive,avg_time_spent_dead,avg_spell1_casts,avg_spell2_casts,avg_spell3_casts,avg_spell4_casts,avg_ability_uses,avg_times_dodged_skill_small_window,avg_skillshots_dodged,avg_skillshots_landed_early_game,avg_skillshots_hit,avg_times_immobilize_and_kill_with_ally,avg_times_got_kill_after_hidden_with_ally,avg_times_pick_kill_with_ally,avg_times_knock_enemy_into_team_and_kill,avg_kills_near_enemy_turret,avg_kills_under_own_turret,avg_multikills_after_aggressive_flash,avg_outnumbered_kills,avg_outnumbered_nexus_kill,avg_quick_cleanse,avg_quick_solo_kills,avg_solo_kills,avg_takedowns_after_gaining_lvl_adv,avg_kills_on_other_lanes_early_as_jgler,avg_times_save_ally_from_death,avg_takedowns_in_alcove,total_games_first_blood_kill,total_games_first_blood_assist,avg_takedowns_before_jg_camps_spawn,avg_first_takedown_time,avg_champ_exp_at_game_end,avg_champ_lvl_at_game_end,avg_gold_earned_per_game,avg_gold_per_minute,avg_gold_spent,avg_bounty_lvl,avg_bounty_gold,avg_max_lvl_lead_lane_opp,avg_cs,avg_cs_10_mins,avg_max_cs_over_lane_opp,avg_consumables_purchased,avg_number_of_items_purchased,total_games_fastest_item_completion,avg_neutral_monsters_cs,avg_buffs_stolen,avg_initial_buff_count,avg_epic_monster_kills_within_30s_of_spawn,avg_initial_crab_count,avg_crabs_per_game,avg_jg_cs_before_10m,avg_jgler_kills_early_jungle,avg_jgler_early_kills_on_laners,avg_jgler_tkdowns_near_damaged_epic_monsters,avg_kills_with_help_from_epic_monster,avg_vision_score,avg_vision_score_per_min,avg_vision_score_adv_over_lane_opp,avg_stealth_wards_placed,avg_wards_placed,avg_wards_guarded,avg_ctrol_wards_placed,avg_ctrl_ward_time_coverage_in_river_or_enemy_half,avg_unseen_recalls,avg_wards_killed,avg_ward_tkdowns,avg_ward_tkdowns_beforem_20m,avg_2_wards_killed_w_1_sweeper,avg_ctrl_wards_bought,avg_earliest_baron_by_team_time,avg_baron_kills_by_team,avg_herald_kills_by_team,avg_dragon_kills_by_team,avg_elder_dragon_kills_by_team,avg_elder_dragon_kills_w_opposing_soul,avg_inhib_kills_by_team,avg_tower_kills_by_team,avg_inhibs_lost_by_team,avg_nexus_lost_by_team,avg_turrets_lost_by_team,avg_first_turret_kill_time_by_team,avg_total_team_champ_kills,avg_team_aces_before_15_by_team,avg_flawless_aces_by_team,avg_shortes_time_to_ace_from_1st_tkdown,avg_max_kill_deficit,avg_indiv_dmg_dealt_to_buildings,avg_indiv_dmg_dealth_to_turrets,avg_indiv_turret_plates_taken,avg_turrets_killed_before_plates_fell,avg_indiv_tower_kills,avg_indiv_tower_tkdowns,avg_indiv_tower_tkdowns2,avg_indiv_solo_towers_kills_late_game,avg_indiv_towers_taken_w_rift_herald,avg_indiv_multi_towers_taken_w_rift_herald,avg_indiv_inhib_kills,avg_indiv_inhib_tkdowns,avg_indiv_nexus_kills,avg_indiv_nexus_tkdowns,avg_indiv_dmg_dealt_to_objs,avg_indiv_baron_kills,avg_indiv_solo_baron_kills,avg_indiv_baron_tkdowns,avg_indiv_dragon_kills,avg_indiv_dragon_tkdowns,avg_indiv_rift_herald_tkdowns,avg_indiv_void_monster_kills,avg_objs_stolen,avg_objs_stolen_assists,avg_epic_monster_steals,avg_epic_monster_steals_without_smite,avg_epic_monsters_killed_near_enemy_jgler,avg_earliest_drag_tkd,number_of_games_had_drag_tkd,avg_time_played_per_game,avg_game_length,avg_doublekills,avg_triplekills,avg_quadrakills,avg_pentakills,avg_largest_multikill,avg_number_of_multikills,avg_multikills_with_one_spell,avg_killing_sprees,avg_killing_sprees2,avg_legendary_count,avg_largest_killing_spee,avg_unreal_kills,avg_12_assist_streaks,avg_elder_drag_multikills,avg_full_team_tkds,avg_times_blast_cone_enemy,avg_double_aces,avg_fist_bump_participations,avg_mejai_full_stack_time,avg_outer_turret_executes_before_10m,avg_tkds_in_enemy_fountain,mode_individual_position,mode_lane,mode_role,mode_team_position,champ_role,kda,winrate,cs_per_minute,gold_per_minute,damage_per_minute,pct_first_drag_tkd_min_5to7,pct_first_drag_tkd_min_7to11,pct_first_drag_tkd_min_11to15,pct_first_drag_tkd_min_15+,pct_highest_dmg_in_match,pct_highest_cc_in_match,pct_highest_ward_kills_in_match,pct_fastest_supp_quest_in_match,pct_first_to_buy_item_in_match,pct_games_first_blood_kill,pct_games_first_blood_assist,pct_of_games_with_early_lanephase_gold_exp_adv,pct_of_games_with_lanephase_gold_exp_adv,pct_games_jgler_had_early_tkdowns_in_all_lanes,pct_of_games_team_took_first_baron,pct_of_games_team_took_first_drag,pct_of_games_team_took_first_inhib,pct_games_team_took_first_herald,pct_of_games_team_took_first_turret,pct_of_games_with_perfect_drag_soul_taken,pct_of_games_first_turret_taken_by_team,pct_of_games_that_are_perfect_games,pct_of_games_indiv_killed_1st_tower,pct_of_games_indiv_tkdown_1st_tower,pct_of_games_indiv_had_1st_turret_assist,pct_of_games_indiv_took_1st_tower_quick,pct_of_games_with_open_nexus,pct_of_games_ended_in_early_ff,pct_of_games_ended_in_ff,pct_of_games_team_ffd,pct_of_games_danced_with_rift_herald,pct_of_games_played_champ_select_position
82,Mordekaiser,JUNGLE,20,6.95,5.5,5.5,6.5,0.46,13.45,10,0.2,690.25,21053.2,226841.8,17980.0,138510.3,2260.2,21543.8,811.9,66786.65,1.8,17.2,427.0,13.0,0.34,38173.5,12358.3,24359.4,1454.9,37427.15,0.05,0.1,4.15,0.15,19224.1,0.0,1.0,0.0,0.0,0.0,481.0,161.2,145.6,41.25,60.45,6.75,254.05,2.55,29.6,0.0,0.0,4.85,1.25,9.65,5.8,1.15,0.55,0.1,2.05,0.0,0.0,0.0,1.9,0.0,,0.0,0.05,0,0.1,0.15,4.95,13547.15,14.25,11067.3,401.92,10362.5,6.95,210.83,1.47,22.75,2.05,21.01,2.15,18.25,1670.27,145.45,7.45,1.85,0.3,0.9,3.1,59.98,0.06,0.94,0.15,0.25,18.65,0.66,-0.03,3.1,4.45,0.5,1.2,0.52,0.05,2.25,2.45,1.5,0.15,1.35,1734.8,0.35,0.55,2.0,0.0,0.0,0.9,5.8,0.65,0.5,5.25,824.68,27.8,0.0,0.2,27.47,1.2,1075.75,1075.75,0.25,0.05,0.4,1.4,1.4,1.0,1.25,0.0,0.15,0.45,0.1,0.35,33390.9,0.25,0.0,0.3,1.75,1.95,0.55,3.55,0.05,0.0,0.05,0.05,0.65,722.68,16,1606.7,1607.27,0.45,0.05,0.0,0.0,1.4,0.5,0.05,1.6,0.8,0.05,2.8,0.0,0.0,0.0,0.6,0.0,0.0,0.25,0.0,0.0,0.0,JUNGLE,JUNGLE,NONE,JUNGLE,Mordekaiser JUNGLE,2.45,0.5,6.28,413.29,786.2,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,8351.35,0.0,0.5,0.55,0.55,,1.5,2.0,2.5,2.75,3.0,0.25,60.0,0.0,0.0,15.0,0.0,0.0,0.0,0.25,1.0,0.25,0.0,5.0
82,Mordekaiser,TOP,264,5.31,6.09,6.08,4.03,0.33,9.34,115,0.23,738.56,21601.68,136524.34,18335.19,114682.73,2746.48,17155.82,519.16,4684.82,3.79,12.97,210.69,16.91,0.23,30649.79,11009.29,17810.88,1828.64,33770.17,0.0,0.08,3.77,0.11,7984.36,0.0,1.0,0.0,0.0,0.0,572.24,190.13,121.79,50.81,48.5,7.52,228.62,2.02,26.02,0.0,0.0,2.89,0.49,5.63,4.14,1.0,0.56,0.05,1.39,0.0,0.0,0.0,2.46,0.03,0.09,0.0,0.11,30,0.06,0.06,3.08,14965.64,15.31,10983.92,383.93,10266.99,5.31,190.97,1.49,180.9,66.67,22.12,2.55,19.46,13924.29,4.57,0.1,0.0,0.03,0.0,0.17,0.28,,,0.17,0.22,15.38,0.54,0.06,7.69,8.38,0.31,0.4,0.52,0.02,1.1,1.42,0.72,0.02,0.45,1669.94,0.32,0.44,1.94,0.02,0.01,0.65,5.05,0.98,0.56,6.14,845.36,27.58,0.01,0.19,28.87,1.14,3304.88,3304.88,1.48,0.09,1.15,1.83,1.83,1.21,1.17,0.0,0.11,0.33,0.05,0.21,8696.75,0.02,0.0,0.21,0.06,0.38,0.15,1.28,0.02,0.01,0.02,0.01,0.05,1396.64,82,1707.18,1707.77,0.35,0.03,0.0,0.0,1.23,0.38,0.06,1.21,0.58,0.03,2.48,0.0,0.0,0.0,0.45,0.0,0.0,0.1,0.0,0.0,0.01,TOP,TOP,SOLO,TOP,Mordekaiser TOP,1.53,0.44,6.52,386.04,759.21,0.0,1.22,7.32,91.46,10.98,0.0,0.38,0.0,5274.35,11.36,0.02,0.03,0.05,0.0,0.1,0.19,0.14,0.17,0.18,0.03,46.97,0.38,11.74,15.53,2.27,0.38,0.0,0.0,0.1,0.0,0.0,0.38
83,Yorick,JUNGLE,53,4.68,4.13,4.11,7.85,0.49,12.53,28,0.19,648.67,19418.47,261695.47,7067.94,50302.13,11583.83,129496.89,765.83,81895.57,20.36,11.26,395.81,7.09,0.26,32229.53,11079.21,19352.4,1796.92,27795.89,0.0,0.06,2.45,0.0,15587.51,0.0,1.0,0.0,0.0,0.0,666.66,122.66,137.79,22.43,99.91,5.83,265.96,2.21,27.6,0.66,4.74,1.94,1.15,10.28,0.0,0.75,0.28,0.06,0.58,0.0,0.0,0.0,0.79,0.06,,0.0,0.08,5,0.04,0.04,4.58,14996.77,15.28,11744.7,408.61,10453.55,4.68,200.09,1.7,46.17,4.57,35.64,1.79,18.79,5169.56,155.79,8.23,1.98,0.53,1.02,3.21,59.39,0.11,0.68,0.13,0.28,20.68,0.73,0.06,5.34,6.36,0.47,1.0,0.59,0.0,2.66,2.68,1.34,0.06,1.09,1675.03,0.43,0.38,1.94,0.02,0.0,0.89,6.28,0.81,0.47,5.87,854.0,25.91,0.02,0.15,27.44,1.64,2986.23,2986.23,0.75,0.06,1.06,2.09,2.09,1.18,0.47,0.0,0.36,0.45,0.15,0.38,37027.19,0.3,0.04,0.4,1.68,1.85,0.34,3.72,0.06,0.0,0.04,0.02,0.74,786.41,48,1708.13,1708.79,0.4,0.09,0.04,0.0,1.42,0.53,0.36,0.96,0.55,0.06,2.92,0.0,0.02,0.0,0.87,0.0,0.0,0.26,0.0,0.0,0.0,JUNGLE,JUNGLE,NONE,JUNGLE,Yorick JUNGLE,3.03,0.53,7.09,412.55,682.1,4.17,50.0,20.83,25.0,3.77,0.0,3.77,0.0,9753.89,9.43,0.08,0.11,0.17,,0.79,1.0,0.96,0.72,0.79,0.08,43.4,0.0,1.89,9.43,7.55,0.0,0.0,0.0,0.43,0.0,0.0,1.89
83,Yorick,MIDDLE,12,5.67,2.92,2.92,5.08,0.38,10.75,8,0.22,731.0,20054.25,154479.0,6484.42,31517.5,13028.42,118487.58,540.83,4473.08,75.0,8.83,154.83,7.5,0.2,23078.67,10005.83,11841.33,1230.5,16303.58,0.0,0.08,1.25,0.0,7210.42,0.0,0.92,0.0,0.0,0.0,845.67,91.67,122.42,19.83,54.83,3.92,201.0,1.33,21.33,1.33,4.33,1.67,0.75,8.0,0.0,1.5,0.33,0.17,1.08,0.0,0.0,0.0,1.42,0.0,0.25,0.0,0.0,1,0.25,0.08,3.67,14170.0,14.5,11376.58,436.67,10378.33,5.67,33.31,1.73,177.83,64.42,42.19,2.5,18.67,3114.45,12.25,0.33,0.0,0.08,0.0,0.42,1.5,,,0.0,0.33,15.42,0.55,0.32,5.75,6.75,0.42,0.83,0.59,0.0,1.25,1.25,0.42,0.0,0.92,1709.66,0.42,0.42,2.42,0.0,0.0,1.58,7.67,0.42,0.33,3.92,768.94,27.17,0.0,0.0,40.89,1.5,9794.33,9794.33,2.67,0.42,2.75,4.42,4.42,1.43,1.25,0.0,0.83,1.25,0.25,0.33,24550.08,0.0,0.0,0.25,0.58,1.83,0.08,1.75,0.0,0.0,0.0,0.0,0.0,534.81,9,1506.25,1506.93,0.42,0.08,0.0,0.0,1.17,0.5,0.25,1.08,0.83,0.17,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.08,0.0,0.0,0.08,MIDDLE,MIDDLE,SOLO,MIDDLE,Yorick MIDDLE,3.68,0.67,7.57,453.17,798.84,22.22,55.56,22.22,0.0,8.33,0.0,0.0,0.0,25953.75,8.33,2.08,0.75,0.75,0.0,3.5,5.58,4.83,3.5,4.83,0.67,58.33,0.0,16.67,33.33,8.33,8.33,0.0,0.67,0.67,0.67,0.0,8.33
83,Yorick,TOP,127,4.07,4.61,4.57,3.83,0.3,7.9,63,0.24,792.1,23990.06,186053.95,8386.79,35619.76,15110.86,143897.39,491.72,6535.81,47.06,11.13,299.09,7.73,0.21,27453.26,9634.54,16210.1,1607.6,22621.95,0.0,0.07,2.81,0.04,7769.92,0.0,0.99,0.0,0.0,0.0,648.72,151.62,134.57,21.39,58.2,5.99,220.15,1.17,20.69,1.16,5.22,0.98,0.38,5.28,0.0,0.84,0.42,0.02,0.71,0.0,0.0,0.0,1.72,0.01,0.06,0.0,0.08,12,0.09,0.08,2.63,16406.54,15.61,12397.26,427.31,11492.24,4.07,114.88,1.65,214.71,66.42,32.41,1.98,19.44,2898.06,11.91,0.31,0.0,0.08,0.01,0.27,1.03,,,0.08,0.17,15.1,0.52,-0.03,7.5,8.47,0.24,0.38,0.58,0.0,0.98,1.53,0.69,0.01,0.47,1712.79,0.44,0.46,1.96,0.02,0.01,1.28,6.58,0.87,0.5,5.47,804.02,25.18,0.01,0.1,21.6,1.47,9547.66,9547.66,2.44,0.28,3.06,3.6,3.6,2.07,1.3,0.01,0.55,0.8,0.18,0.31,20300.91,0.08,0.01,0.24,0.09,0.3,0.24,2.28,0.01,0.0,0.01,0.0,0.08,1272.48,30,1710.59,1711.18,0.33,0.05,0.0,0.0,1.2,0.38,0.19,0.98,0.5,0.02,2.06,0.0,0.0,0.0,0.6,0.02,0.0,0.18,0.0,0.02,0.01,TOP,TOP,SOLO,TOP,Yorick TOP,1.71,0.5,7.95,434.84,841.47,0.0,0.0,10.0,90.0,16.54,0.0,0.79,0.0,2281.94,9.45,0.07,0.05,0.06,0.0,0.27,0.37,0.36,0.36,0.51,0.05,64.57,0.79,24.41,31.5,2.36,1.57,0.0,0.02,0.2,0.01,0.0,0.79
84,Akali,MIDDLE,313,7.72,5.42,5.42,4.67,0.43,12.39,154,0.23,786.77,22829.27,120921.94,20156.99,104009.49,1350.56,12076.16,1320.81,4835.37,0.0,1.95,77.84,0.07,0.2,25704.78,10394.11,13928.23,1381.42,14989.98,0.0,0.05,2.14,0.0,2297.81,6.73,1.01,0.0,6.73,0.0,558.47,173.12,136.48,27.2,64.12,17.73,245.54,2.44,31.71,0.0,0.02,0.01,0.96,8.08,0.01,1.96,0.5,0.12,2.06,0.0,0.0,0.06,2.49,0.05,0.44,0.0,0.12,32,0.03,0.07,4.66,14470.65,15.0,11157.45,399.56,10500.53,7.72,268.54,1.56,174.41,67.51,18.88,2.87,19.58,39010.75,0.87,0.03,0.01,0.02,0.0,0.03,0.16,,,0.23,0.37,16.97,0.61,0.27,5.53,7.14,0.42,0.97,0.54,0.01,2.11,2.14,1.04,0.04,1.12,1684.77,0.37,0.48,1.93,0.02,0.0,0.88,5.59,0.75,0.51,5.22,830.66,28.5,0.0,0.19,27.12,1.25,2605.26,2605.26,0.87,0.03,0.83,1.39,1.39,1.16,1.21,0.01,0.09,0.29,0.06,0.19,4135.64,0.01,0.0,0.12,0.03,0.29,0.06,0.51,0.01,0.01,0.01,0.0,0.04,1063.13,81,1662.18,1662.79,0.86,0.07,0.0,0.0,1.57,0.93,0.82,1.87,0.97,0.11,3.69,0.0,0.0,0.0,0.6,0.01,0.0,0.13,0.0,0.0,0.02,MIDDLE,MIDDLE,SOLO,MIDDLE,Akali MIDDLE,2.29,0.49,6.33,402.75,824.07,3.7,17.28,22.22,56.79,13.74,0.0,2.88,0.0,12463.5,10.22,0.01,0.02,0.03,0.01,0.09,0.17,0.13,0.15,0.15,0.03,47.92,0.32,2.88,5.11,1.6,0.0,0.0,0.0,0.1,0.0,0.0,0.32
84,Akali,TOP,104,6.16,5.91,5.91,4.38,0.38,10.55,43,0.24,796.08,22634.62,124455.12,19641.61,105500.2,1684.63,13878.18,1307.46,5075.81,0.21,2.11,81.18,0.02,0.22,27585.92,9098.41,17009.42,1477.13,16178.88,0.0,0.1,2.22,0.0,2480.92,0.0,1.0,0.0,0.0,0.0,580.9,185.73,138.6,28.02,67.32,17.52,251.45,1.13,18.38,0.0,0.01,0.0,0.69,6.42,0.0,1.48,0.56,0.01,1.58,0.0,0.0,0.01,2.66,0.06,0.1,0.0,0.14,11,0.05,0.02,3.78,14594.16,15.22,10886.42,387.51,10245.62,6.16,236.3,1.65,179.49,67.0,23.76,2.91,19.48,2476.82,0.65,0.0,0.0,0.0,0.0,0.04,0.08,,,0.18,0.25,16.53,0.61,0.24,6.56,8.28,0.47,0.83,0.44,0.04,1.31,1.31,0.57,0.01,0.94,1632.32,0.34,0.45,1.68,0.04,0.02,0.63,4.88,0.8,0.6,5.78,863.18,27.5,0.0,0.13,23.32,1.0,2692.62,2692.62,1.06,0.03,0.84,1.38,1.38,1.1,0.82,0.03,0.04,0.22,0.03,0.18,4150.29,0.0,0.0,0.15,0.01,0.2,0.06,0.67,0.0,0.0,0.0,0.0,0.01,1429.9,20,1681.81,1682.35,0.54,0.07,0.02,0.0,1.52,0.62,0.76,1.47,0.77,0.02,2.97,0.0,0.0,0.01,0.62,0.02,0.0,0.14,0.0,0.0,0.01,TOP,TOP,SOLO,TOP,Akali TOP,1.78,0.41,6.43,388.38,807.51,0.0,0.0,0.0,100.0,13.46,0.0,1.92,0.0,2381.56,10.58,0.05,0.1,0.12,0.0,0.27,0.44,0.36,0.43,0.4,0.03,42.31,0.0,4.81,10.58,0.0,0.0,0.01,0.0,0.31,0.0,0.0,0.96
85,Kennen,MIDDLE,54,7.91,5.11,5.09,7.06,0.46,14.96,35,0.26,962.49,27609.33,135129.35,24595.41,114625.15,2319.3,16807.91,693.8,3695.46,0.0,27.76,72.2,26.31,0.16,20607.2,8839.11,10495.15,1272.02,12489.7,0.04,0.04,1.61,0.0,2637.0,13.76,1.06,0.0,13.77,0.0,612.59,170.56,117.09,48.22,93.67,8.89,267.87,1.11,22.81,6.3,32.67,8.07,1.37,9.78,0.0,2.26,0.67,0.17,1.43,0.0,0.0,0.26,2.57,0.06,0.46,0.0,0.11,8,0.07,0.07,5.85,14990.48,15.37,11811.8,430.38,10961.48,7.91,182.43,1.76,181.98,71.09,21.15,2.63,18.72,9014.21,2.06,0.02,0.0,0.0,0.0,0.11,0.04,,,0.24,0.41,16.13,0.59,0.16,6.61,7.83,0.39,0.54,0.53,0.02,1.7,1.7,0.81,0.0,0.59,1724.27,0.39,0.48,2.26,0.0,0.0,0.89,6.22,0.7,0.35,4.76,802.27,32.33,0.0,0.22,29.7,1.24,4660.69,4660.69,1.83,0.11,1.35,2.04,2.04,1.41,1.48,0.04,0.13,0.41,0.04,0.15,7995.41,0.0,0.0,0.2,0.07,0.61,0.09,0.67,0.02,0.02,0.02,0.02,0.07,1014.19,24,1662.44,1663.03,0.65,0.04,0.0,0.0,1.46,0.69,0.04,1.65,1.06,0.15,4.31,0.0,0.0,0.0,1.02,0.02,0.0,0.04,0.04,0.0,0.0,MIDDLE,MIDDLE,SOLO,MIDDLE,Kennen MIDDLE,2.93,0.65,6.64,426.31,996.46,0.0,29.17,20.83,50.0,29.63,3.7,3.7,0.0,16692.98,14.81,0.13,0.31,0.31,0.07,0.56,1.24,0.81,0.89,1.13,0.13,61.11,0.0,12.96,16.67,1.85,1.85,0.07,0.0,0.69,0.0,0.0,1.85
85,Kennen,TOP,112,5.12,4.85,4.82,6.16,0.4,11.29,67,0.25,813.44,22898.06,126567.72,19957.73,102534.67,2571.03,19692.66,368.67,4339.53,0.0,26.12,74.67,25.34,0.17,19697.88,7343.38,11252.61,1100.82,12239.06,0.02,0.06,1.46,0.0,2589.76,15.2,1.07,0.0,15.2,0.0,629.59,153.62,121.91,47.37,89.1,8.42,266.79,1.13,17.26,7.28,33.71,6.09,0.78,7.34,0.0,0.89,0.62,0.09,0.93,0.0,0.0,0.04,1.6,0.04,0.1,0.0,0.11,8,0.05,0.04,3.19,14777.01,15.23,11134.83,403.82,10327.1,5.12,185.27,1.7,188.52,72.88,27.84,2.7,18.91,2337.43,2.02,0.05,0.0,0.01,0.0,0.15,0.06,,,0.12,0.21,18.0,0.65,0.17,6.92,8.62,0.29,0.87,0.54,0.0,2.04,2.12,0.93,0.06,1.03,1691.28,0.38,0.41,2.07,0.03,0.0,0.83,5.62,0.6,0.4,4.84,828.75,28.57,0.01,0.18,25.16,1.51,4199.11,4199.11,1.51,0.07,1.23,2.14,2.14,1.22,1.07,0.01,0.21,0.46,0.04,0.23,7222.24,0.04,0.0,0.25,0.03,0.31,0.14,0.92,0.01,0.0,0.01,0.0,0.02,1266.2,30,1656.06,1656.65,0.4,0.03,0.0,0.0,1.35,0.43,0.02,1.2,0.65,0.02,2.62,0.0,0.0,0.0,1.04,0.0,0.0,0.46,0.0,0.01,0.04,TOP,TOP,SOLO,TOP,Kennen TOP,2.33,0.6,6.9,403.42,829.61,0.0,0.0,10.0,90.0,16.07,5.36,2.68,0.0,2086.99,7.14,0.04,0.09,0.13,0.0,0.29,0.48,0.38,0.37,0.44,0.09,49.11,0.0,7.14,10.71,5.36,0.89,0.01,0.0,0.34,0.0,0.0,0.89
86,Garen,MIDDLE,65,6.37,4.18,4.18,3.98,0.41,10.35,35,0.2,661.33,19589.66,162758.31,62.23,115.6,14534.72,154556.37,4992.11,8085.71,640.89,32.31,183.71,0.05,0.21,28423.06,10365.75,16136.2,1920.14,32192.11,0.0,0.03,2.63,0.02,1321.43,0.0,0.98,0.0,0.0,0.0,712.06,139.94,76.98,19.52,72.58,6.35,175.45,1.57,24.28,0.0,0.0,0.0,0.82,7.29,0.0,1.66,0.38,0.08,0.98,0.0,0.0,0.05,1.82,0.03,0.25,0.0,0.12,7,0.05,0.02,3.48,15976.4,15.69,12458.75,442.05,11409.55,6.37,300.44,1.73,214.48,74.09,32.14,1.72,19.45,2893.41,6.46,0.12,0.0,0.02,0.0,0.22,0.18,,,0.15,0.23,16.51,0.59,0.15,6.82,7.89,0.52,0.49,0.53,0.02,2.02,2.05,1.03,0.03,0.55,1741.69,0.31,0.52,2.02,0.03,0.0,1.03,6.2,0.71,0.46,5.11,843.47,25.48,0.0,0.14,26.21,1.51,6874.28,6874.28,2.02,0.09,2.03,3.02,3.02,1.57,1.38,0.06,0.4,0.62,0.12,0.35,11453.05,0.02,0.0,0.14,0.09,0.48,0.14,1.05,0.0,0.0,0.0,0.0,0.0,1121.71,21,1671.91,1672.54,0.31,0.05,0.02,0.0,1.31,0.37,0.0,1.46,0.89,0.03,3.26,0.0,0.0,0.02,0.48,0.02,0.0,0.12,0.0,0.0,0.03,MIDDLE,MIDDLE,SOLO,MIDDLE,Garen MIDDLE,2.48,0.54,7.93,447.11,703.02,4.76,14.29,19.05,61.9,10.77,13.85,1.54,0.0,4451.4,10.77,0.08,0.08,0.12,0.0,0.4,0.71,0.69,0.8,0.8,0.14,52.31,0.0,10.77,16.92,4.62,0.0,0.0,0.0,0.35,0.0,0.0,1.54
86,Garen,TOP,629,5.5,4.97,4.94,3.67,0.33,9.17,304,0.21,680.31,20412.69,165244.59,95.41,167.79,15239.85,156696.31,5076.85,8379.88,569.0,34.78,180.49,0.08,0.23,30399.23,9501.61,18865.34,2031.31,36011.26,0.01,0.06,3.41,0.02,1780.38,0.0,0.98,0.0,0.0,0.0,611.61,160.67,75.59,20.33,71.19,6.31,173.42,1.62,21.78,0.0,0.0,0.0,0.69,5.95,0.0,1.39,0.53,0.06,1.19,0.0,0.0,0.02,2.06,0.04,0.09,0.0,0.07,57,0.05,0.06,2.67,16012.03,15.49,12168.74,424.96,11179.02,5.5,224.02,1.6,210.23,68.13,29.81,1.71,19.61,28921.57,7.5,0.2,0.0,0.02,0.0,0.24,0.29,,,0.16,0.28,16.1,0.57,0.09,7.33,7.97,0.38,0.26,0.45,0.03,1.65,2.1,0.94,0.03,0.32,1704.66,0.36,0.42,1.91,0.05,0.02,0.91,5.8,0.87,0.53,5.5,836.45,27.06,0.01,0.13,30.04,1.17,6670.24,6670.24,1.77,0.11,2.24,2.8,2.8,1.71,1.07,0.01,0.27,0.46,0.06,0.23,10778.63,0.02,0.0,0.2,0.05,0.25,0.1,1.05,0.0,0.01,0.0,0.0,0.04,1384.09,132,1686.53,1687.15,0.32,0.03,0.0,0.0,1.21,0.35,0.0,1.3,0.66,0.03,2.7,0.0,0.0,0.01,0.62,0.02,0.0,0.11,0.0,0.02,0.02,TOP,TOP,SOLO,TOP,Garen TOP,1.85,0.48,7.75,432.92,726.2,0.0,0.76,3.79,95.45,6.68,19.24,0.64,0.0,4598.02,9.06,0.01,0.01,0.02,0.0,0.04,0.08,0.06,0.07,0.08,0.01,50.24,1.11,13.67,18.44,1.11,0.32,0.0,0.0,0.05,0.0,0.0,0.16
