championId,championName,kills,deaths,assists,games_played,totalDamageDealtToChampions,totalDamageTaken,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,largestCriticalStrike,timeCCingOthers,totalHealsOnTeammates,totalDamageShieldedOnTeammates,damageSelfMitigated,champExperience,champLevel,goldEarned,goldSpent,totalMinionsKilled,neutralMinionsKilled,bountyLevel,consumablesPurchased,itemsPurchased,visionScore,wardsPlaced,wardsKilled,visionWardsBoughtInGame,detectorWardsPlaced,objectives_baron_kills,objectives_champion_kills,objectives_dragon_kills,objectives_inhibitor_kills,objectives_riftHerald_kills,objectives_tower_kills,damageDealtToBuildings,damageDealtToTurrets,damageDealtToObjectives,first_baron_rate,first_dragon_rate,first_inhibitor_rate,first_herald_rate,first_tower_rate,timePlayed,longestTimeSpentLiving,gameEndedInEarlySurrender,gameEndedInSurrender,doubleKills,tripleKills,quadraKills,pentaKills,first_blood_rate,firstBloodAssist,first_tower_kill_rate,firstTowerAssist,turretKills,inhibitorKills,inhibitorTakedowns,inhibitorsLost,individualPosition,lane,kda,cs_per_minute,gold_per_minute,damage_per_minute
254,Vi,5.85,5.2,7.3,345,16180.55,29200.23,79.93,15057.34,1042.68,291.54,26.38,0.0,0.69,36498.31,13561.73,14.41,10954.52,10076.3,32.5,139.01,5.85,2.65,20.43,21.28,4.76,3.3,1.92,1.69,0.31,26.34,1.97,0.79,0.46,5.36,1510.27,1510.27,27924.66,0.27,0.6,0.39,0.46,0.5,1633.61,563.49,0.02,0.3,0.46,0.06,0.01,0.0,0.06,0.07,0.02,0.03,0.65,0.09,0.36,0.79,JUNGLE,JUNGLE,2.53,6.3,402.34,594.29
266,Aatrox,5.08,5.71,5.11,462,22261.86,34014.44,3947.41,17817.42,496.22,171.81,22.37,0.0,1.87,27454.83,14752.55,15.2,10967.07,10230.52,180.39,5.72,5.08,2.04,20.12,16.03,8.22,1.32,0.61,0.53,0.33,27.9,1.83,0.79,0.43,5.3,3801.89,3801.89,7858.98,0.27,0.5,0.4,0.43,0.5,1683.76,561.09,0.0,0.31,0.38,0.06,0.01,0.0,0.1,0.04,0.13,0.01,1.29,0.14,0.38,0.89,TOP,TOP,1.78,6.63,390.81,793.29
267,Nami,1.5,4.67,14.95,849,9220.29,15986.33,7955.06,1084.61,180.04,0.0,30.29,9259.6,1696.1,7244.91,10447.54,12.57,7669.33,6855.31,22.6,0.19,1.5,6.32,21.96,60.28,27.51,5.59,4.03,3.5,0.32,26.54,1.83,0.88,0.41,5.51,1226.93,1226.93,2732.52,0.27,0.48,0.42,0.41,0.48,1659.54,614.29,0.01,0.29,0.05,0.0,0.0,0.0,0.04,0.17,0.03,0.14,0.45,0.1,0.58,0.88,UTILITY,BOTTOM,3.52,0.82,277.28,333.36
268,Azir,5.15,5.09,5.38,266,23020.06,20993.09,21939.69,676.39,403.15,0.03,11.43,1.98,0.0,13748.23,14856.11,15.14,11547.78,10613.06,205.0,5.33,5.15,3.5,20.05,16.77,8.74,2.04,1.14,0.97,0.36,24.97,1.83,0.92,0.39,5.82,5791.78,5791.78,11887.95,0.32,0.48,0.4,0.39,0.47,1642.22,611.43,0.01,0.27,0.47,0.07,0.01,0.0,0.03,0.03,0.11,0.01,1.81,0.28,0.5,0.82,MIDDLE,MIDDLE,2.07,7.68,421.91,841.06
350,Yuumi,1.22,3.35,15.43,428,8206.65,7660.84,7509.9,324.85,371.21,19.59,19.28,7715.68,8221.43,3486.07,11105.1,13.04,7423.13,6598.56,15.24,0.26,1.22,4.21,19.18,42.61,21.83,1.5,3.16,2.71,0.28,26.01,1.69,0.78,0.39,5.39,579.37,579.37,1023.21,0.22,0.45,0.38,0.39,0.44,1618.69,651.43,0.01,0.32,0.05,0.0,0.0,0.0,0.05,0.22,0.03,0.17,0.23,0.03,0.56,0.79,UTILITY,BOTTOM,4.97,0.57,275.15,304.2
360,Samira,9.81,6.42,5.07,191,24691.26,22632.54,2626.19,21175.61,888.45,673.67,2.99,5.9,0.0,14979.32,12694.21,13.91,12728.02,11686.75,183.36,6.01,9.81,2.15,19.02,14.11,7.15,2.26,0.55,0.45,0.35,29.05,1.88,0.85,0.43,5.49,3569.99,3569.99,11445.68,0.3,0.58,0.38,0.43,0.47,1650.51,510.95,0.02,0.29,1.89,0.45,0.12,0.02,0.17,0.08,0.12,0.07,1.14,0.19,0.48,0.93,BOTTOM,BOTTOM,2.32,6.88,462.69,897.59
412,Thresh,1.98,5.54,14.5,697,8887.68,21301.86,6793.59,1273.77,819.59,1.27,37.03,265.95,2341.86,21192.54,10145.89,12.37,7786.82,6975.11,28.88,0.39,1.98,7.13,22.28,62.53,28.11,6.15,4.75,4.16,0.36,28.29,1.94,0.84,0.44,5.5,908.89,908.89,2796.45,0.3,0.49,0.42,0.44,0.47,1655.16,558.6,0.02,0.28,0.06,0.0,0.0,0.0,0.07,0.22,0.02,0.11,0.31,0.06,0.45,0.84,UTILITY,BOTTOM,2.97,1.06,282.27,322.18
420,Illaoi,4.37,5.96,4.08,100,25442.86,35854.25,889.21,24108.47,444.61,70.55,7.84,0.87,0.0,33117.12,15448.83,15.48,11583.3,10913.82,205.49,1.28,4.37,1.7,20.53,14.78,8.26,0.99,0.41,0.36,0.37,27.87,2.06,1.07,0.48,6.25,6638.92,6638.92,9881.75,0.3,0.49,0.49,0.48,0.69,1693.07,572.8,0.01,0.23,0.33,0.02,0.0,0.0,0.1,0.02,0.34,0.02,2.03,0.23,0.54,0.79,TOP,TOP,1.42,7.33,410.5,901.66
421,RekSai,7.44,4.94,8.25,133,18161.92,41462.81,2725.15,14072.67,1363.2,32.03,29.71,0.0,0.0,29949.06,14140.95,14.81,11757.17,10600.62,31.16,137.65,7.44,3.04,20.56,20.98,4.88,3.5,2.21,1.96,0.35,28.87,1.74,0.95,0.5,5.8,2345.83,2345.83,27188.27,0.29,0.42,0.43,0.5,0.57,1697.14,641.14,0.01,0.26,0.54,0.05,0.0,0.0,0.11,0.12,0.07,0.04,0.86,0.18,0.43,0.93,JUNGLE,JUNGLE,3.18,5.97,415.66,642.09
427,Ivern,2.56,4.05,13.25,160,10835.29,16300.29,6474.38,2915.36,1444.66,0.0,46.02,2249.82,9696.82,12923.75,12769.11,14.11,9768.92,8789.03,20.71,111.12,2.56,3.16,18.38,27.46,7.52,4.28,2.39,2.15,0.31,26.15,1.77,0.83,0.44,5.49,1276.12,1276.12,17295.58,0.28,0.46,0.42,0.44,0.49,1684.47,664.8,0.01,0.29,0.11,0.01,0.0,0.0,0.05,0.19,0.01,0.07,0.5,0.11,0.56,0.84,JUNGLE,JUNGLE,3.9,4.7,347.96,385.95
429,Kalista,7.9,5.99,6.15,180,21885.74,22284.84,2678.27,17552.62,1653.93,51.72,12.76,6.55,0.0,13945.45,12531.44,13.87,12300.97,11267.5,186.68,8.69,7.9,1.97,20.21,17.74,7.84,2.86,0.53,0.49,0.28,27.7,1.91,0.72,0.41,5.25,4458.09,4458.09,14805.48,0.21,0.54,0.42,0.41,0.45,1630.72,505.79,0.01,0.34,1.15,0.17,0.01,0.0,0.24,0.11,0.12,0.07,1.47,0.21,0.46,0.74,BOTTOM,BOTTOM,2.35,7.19,452.6,805.25
432,Bard,2.67,4.93,13.87,313,13025.17,21565.92,7701.12,4101.11,1221.99,1.98,48.49,1783.01,562.53,16565.68,10824.38,12.83,8209.21,7418.71,26.37,0.42,2.67,4.91,20.16,65.06,27.45,7.39,2.98,2.54,0.31,27.7,1.85,0.82,0.45,5.59,980.12,980.12,3354.48,0.27,0.5,0.42,0.45,0.43,1659.47,578.05,0.01,0.26,0.1,0.0,0.0,0.0,0.06,0.18,0.02,0.08,0.43,0.06,0.42,0.81,UTILITY,BOTTOM,3.35,0.97,296.81,470.94
497,Rakan,1.49,4.74,14.68,285,7146.98,19590.42,5008.12,1372.72,765.44,0.49,30.99,2507.53,3769.13,22238.85,9828.82,12.08,7619.17,6836.72,26.56,0.45,1.49,7.35,22.29,67.94,30.78,7.07,4.99,4.46,0.38,27.1,1.93,0.94,0.46,5.75,1129.76,1129.76,2759.39,0.3,0.47,0.43,0.46,0.52,1642.58,612.44,0.02,0.29,0.05,0.0,0.0,0.0,0.04,0.16,0.02,0.11,0.38,0.06,0.51,0.76,UTILITY,BOTTOM,3.41,0.99,278.31,261.06
498,Xayah,6.5,5.58,6.7,177,22741.97,21132.73,100.9,22215.23,425.37,630.32,18.15,8.07,0.0,10965.03,13395.76,14.36,11991.62,11001.21,201.62,10.98,6.5,2.18,20.33,14.59,7.58,2.48,0.62,0.5,0.41,28.27,1.85,0.93,0.42,5.84,5090.06,5090.06,17270.96,0.32,0.46,0.44,0.42,0.51,1669.72,571.79,0.02,0.28,0.79,0.06,0.01,0.0,0.1,0.09,0.17,0.06,1.76,0.27,0.53,0.94,BOTTOM,BOTTOM,2.37,7.64,430.91,817.21
516,Ornn,3.41,4.15,7.42,301,18386.85,31712.93,11760.08,6426.24,199.91,11.45,37.96,9.75,0.69,42442.34,14549.83,15.1,10221.99,9507.7,177.91,1.28,3.41,1.58,19.92,13.81,7.83,1.01,0.45,0.38,0.39,26.97,1.92,0.77,0.46,5.56,4275.01,4275.01,6637.51,0.34,0.56,0.46,0.46,0.46,1645.38,624.33,0.01,0.26,0.11,0.0,0.0,0.0,0.06,0.07,0.1,0.01,1.28,0.07,0.42,0.81,TOP,TOP,2.61,6.53,372.75,670.49
517,Sylas,6.33,6.48,6.96,524,21347.53,32210.05,19481.26,711.57,1153.8,12.86,21.99,116.05,38.16,20782.98,13432.12,14.39,10484.65,9771.22,147.31,6.04,6.33,3.36,20.79,20.06,8.99,2.0,1.1,0.96,0.31,28.35,1.92,0.8,0.45,5.5,2962.25,2962.25,6103.22,0.26,0.53,0.41,0.45,0.48,1628.97,502.93,0.01,0.31,0.51,0.06,0.01,0.0,0.16,0.1,0.05,0.03,0.93,0.13,0.37,0.75,MIDDLE,MIDDLE,2.05,5.65,386.18,786.3
518,Neeko,4.62,5.2,9.52,171,17981.68,20399.17,15601.94,1548.35,830.61,0.1,38.96,109.27,10.27,9515.11,11974.51,13.58,9570.27,8707.63,90.01,8.06,4.62,4.84,20.84,41.22,18.54,4.16,2.7,2.32,0.32,28.71,1.94,0.94,0.47,5.89,2843.64,2843.64,8215.89,0.29,0.58,0.51,0.47,0.6,1658.59,594.22,0.01,0.32,0.26,0.01,0.0,0.0,0.12,0.15,0.04,0.11,0.81,0.16,0.49,0.66,UTILITY,BOTTOM,2.72,3.55,346.21,650.49
523,Aphelios,6.58,6.01,5.41,322,23570.19,20153.88,956.0,22153.32,459.98,731.8,13.38,3.52,0.0,12008.98,12553.01,13.94,11672.26,10752.08,188.63,7.73,6.58,1.75,18.55,14.02,7.22,2.39,0.46,0.4,0.31,26.3,1.84,0.77,0.43,5.38,5377.99,5377.99,15281.9,0.25,0.44,0.4,0.43,0.5,1653.25,542.55,0.01,0.25,0.89,0.16,0.03,0.02,0.08,0.08,0.15,0.05,1.67,0.26,0.48,0.94,BOTTOM,BOTTOM,2.0,7.13,423.61,855.41
526,Rell,2.12,5.73,15.7,313,9384.52,21293.1,6364.83,2065.6,953.34,2.04,38.66,50.45,497.83,32474.98,10176.9,12.37,7947.63,7155.48,25.66,0.35,2.12,7.71,23.05,65.86,30.33,6.42,5.39,4.85,0.36,28.22,1.88,0.85,0.4,5.6,1122.14,1122.14,2759.47,0.27,0.48,0.4,0.4,0.44,1660.27,513.09,0.02,0.31,0.09,0.0,0.0,0.0,0.07,0.21,0.02,0.1,0.36,0.08,0.5,0.75,UTILITY,BOTTOM,3.11,0.94,287.22,339.14
555,Pyke,6.09,7.0,10.0,331,11789.47,21250.44,14.51,9391.35,2383.11,0.2,28.17,17.83,1.54,12130.8,10160.15,12.41,9390.41,8556.71,30.81,0.6,6.09,6.29,23.92,75.88,30.58,11.35,3.95,3.47,0.35,30.78,1.98,0.87,0.42,5.62,1064.02,1064.02,2934.63,0.28,0.53,0.39,0.42,0.5,1701.49,532.59,0.01,0.27,0.5,0.04,0.01,0.0,0.09,0.32,0.03,0.07,0.4,0.1,0.3,0.95,UTILITY,BOTTOM,2.3,1.11,331.14,415.73
711,Vex,6.6,5.42,7.01,124,22753.19,18042.56,20663.91,1517.94,570.68,0.0,29.08,5.28,0.0,12508.5,13948.37,14.54,11119.94,10392.42,182.55,1.25,6.6,3.97,20.26,18.85,9.34,2.1,1.48,1.33,0.35,26.66,1.78,0.79,0.44,5.24,2884.72,2884.72,5186.64,0.29,0.48,0.39,0.44,0.4,1631.8,566.56,0.02,0.31,0.67,0.1,0.01,0.0,0.1,0.11,0.05,0.03,0.87,0.12,0.42,0.75,MIDDLE,MIDDLE,2.51,6.76,408.87,836.62
777,Yone,5.16,6.14,4.71,621,22510.94,27369.52,3906.75,15896.8,2706.41,512.37,20.67,0.0,0.0,26447.31,14684.38,14.9,11172.88,10424.01,190.83,10.43,5.16,2.08,19.39,14.29,7.64,1.26,0.63,0.54,0.33,25.87,1.74,0.86,0.42,5.37,3839.17,3839.17,9861.05,0.27,0.45,0.38,0.42,0.47,1617.0,522.93,0.02,0.31,0.38,0.04,0.0,0.0,0.06,0.05,0.08,0.01,1.33,0.17,0.39,0.84,MIDDLE,MIDDLE,1.61,7.47,414.58,835.29
799,Ambessa,5.62,5.5,5.29,477,22981.24,27456.97,469.02,21451.81,1059.66,10.99,13.58,0.0,0.0,30837.59,14727.82,15.05,10991.38,10197.48,169.66,14.74,5.62,2.22,19.99,15.87,7.77,1.32,0.82,0.69,0.34,27.78,1.86,0.79,0.47,5.47,3913.95,3913.95,9702.03,0.28,0.48,0.4,0.47,0.48,1648.34,545.56,0.02,0.31,0.43,0.06,0.01,0.0,0.08,0.05,0.12,0.02,1.34,0.14,0.38,0.76,TOP,TOP,1.98,6.71,400.09,836.52
800,Mel,7.66,5.0,5.71,897,23805.32,17712.11,21913.99,1640.3,250.28,75.64,42.87,77.65,0.13,9240.96,13861.75,14.64,11454.44,10562.05,177.75,2.8,7.66,3.75,21.03,21.8,11.22,2.16,1.28,1.15,0.33,27.71,1.84,0.78,0.45,5.34,2397.58,2397.58,5623.63,0.27,0.47,0.38,0.45,0.47,1679.35,602.2,0.02,0.3,0.77,0.11,0.01,0.0,0.11,0.07,0.05,0.03,0.76,0.12,0.42,0.89,MIDDLE,MIDDLE,2.67,6.45,409.25,850.52
875,Sett,5.65,6.2,4.39,322,22935.88,34426.61,134.31,17637.93,5163.02,24.53,26.07,0.0,1.48,31933.67,14697.12,15.09,11504.55,10684.62,180.07,5.17,5.65,2.01,20.53,16.45,8.41,1.66,0.64,0.54,0.29,27.37,1.84,0.92,0.4,5.85,7308.04,7308.04,12099.8,0.25,0.49,0.43,0.4,0.56,1642.67,501.5,0.01,0.3,0.39,0.05,0.0,0.0,0.2,0.02,0.22,0.01,2.26,0.32,0.55,0.79,TOP,TOP,1.62,6.77,420.21,837.75
876,Lillia,6.74,4.73,8.23,220,22245.79,44105.24,16672.58,915.01,4657.24,0.03,23.95,0.0,0.0,25389.17,14954.52,15.12,11988.29,10877.82,37.44,159.41,6.74,2.3,18.17,20.32,4.14,3.1,1.6,1.45,0.37,28.06,1.81,0.87,0.46,5.62,1182.47,1182.47,28940.97,0.31,0.43,0.41,0.46,0.5,1681.6,610.23,0.01,0.3,0.75,0.11,0.01,0.0,0.07,0.06,0.01,0.03,0.48,0.15,0.43,0.85,JUNGLE,JUNGLE,3.16,7.02,427.75,793.74
887,Gwen,6.16,5.68,4.51,385,22377.1,32522.46,15922.11,2874.56,3579.44,0.0,8.7,0.0,0.0,24353.51,14838.14,15.04,11933.18,11056.9,112.99,88.2,6.16,2.25,18.54,18.37,5.95,2.85,0.81,0.71,0.31,25.3,1.75,0.84,0.44,5.56,5598.8,5598.8,23939.82,0.26,0.46,0.37,0.44,0.46,1639.08,577.48,0.02,0.28,0.68,0.12,0.02,0.0,0.04,0.05,0.12,0.02,1.82,0.35,0.49,0.84,JUNGLE,JUNGLE,1.88,7.36,436.82,819.13
888,Renata,1.69,5.3,13.99,106,9034.62,18971.44,5530.45,1524.55,1978.71,44.4,26.9,1166.93,3767.93,15534.48,10283.16,12.51,7795.53,7051.42,27.87,0.42,1.69,6.95,22.37,63.01,28.44,6.24,4.7,4.15,0.31,26.39,1.93,0.85,0.37,5.48,986.86,986.86,4939.67,0.21,0.48,0.41,0.37,0.45,1671.77,563.4,0.0,0.3,0.06,0.01,0.0,0.0,0.08,0.24,0.02,0.12,0.25,0.14,0.51,0.82,UTILITY,BOTTOM,2.96,1.02,279.78,324.25
893,Aurora,6.22,4.7,6.45,507,24965.1,20948.27,22287.59,1618.52,1058.14,0.0,8.85,9.21,0.0,10086.22,14610.54,15.04,11119.24,10271.96,188.71,1.3,6.22,3.23,19.59,18.1,8.55,2.21,0.96,0.89,0.36,27.99,1.94,0.77,0.43,5.45,3501.42,3501.42,6173.35,0.29,0.52,0.4,0.43,0.5,1657.48,644.46,0.02,0.29,0.57,0.08,0.0,0.0,0.1,0.04,0.07,0.03,1.12,0.14,0.4,0.85,MIDDLE,MIDDLE,2.7,6.88,402.51,903.72
895,Nilah,6.98,5.63,5.49,135,18497.69,22123.3,158.16,17642.07,696.75,626.84,8.19,784.46,472.33,16573.8,13004.01,14.19,11755.99,10733.0,181.73,6.99,6.98,1.76,17.82,13.42,7.34,1.86,0.44,0.38,0.27,24.96,1.88,0.76,0.42,5.39,5999.24,5999.24,14436.74,0.24,0.55,0.39,0.42,0.44,1591.83,565.39,0.01,0.31,1.06,0.16,0.03,0.01,0.13,0.05,0.16,0.04,1.89,0.24,0.49,0.67,BOTTOM,BOTTOM,2.21,7.11,443.11,697.22
897,KSante,4.24,4.47,5.88,390,18838.75,31022.63,1729.75,15867.15,1240.9,3.68,37.43,0.48,944.21,49446.26,14545.74,15.08,10408.37,9655.65,179.07,1.09,4.24,1.94,18.96,14.92,8.01,1.19,0.64,0.54,0.33,27.0,1.84,0.82,0.47,5.42,3551.88,3551.88,6352.06,0.26,0.49,0.42,0.47,0.55,1654.31,627.24,0.01,0.3,0.23,0.02,0.01,0.0,0.07,0.05,0.11,0.02,1.17,0.06,0.42,0.72,TOP,TOP,2.26,6.53,377.5,683.26
901,Smolder,5.75,5.69,6.54,240,26498.65,22102.3,3924.84,19778.76,2794.19,477.17,11.59,6.32,0.0,12510.98,13944.62,14.66,11873.32,11002.15,208.75,7.19,5.75,2.16,19.78,14.56,8.35,1.84,0.59,0.52,0.36,26.87,1.74,0.8,0.39,5.35,3498.53,3498.53,9478.87,0.3,0.44,0.4,0.39,0.47,1710.61,555.63,0.01,0.25,0.69,0.08,0.02,0.0,0.08,0.1,0.05,0.06,1.15,0.22,0.47,1.11,BOTTOM,BOTTOM,2.16,7.57,416.46,929.45
902,Milio,1.0,3.71,14.01,347,6073.92,14692.71,4906.52,1008.02,158.74,0.35,19.46,7155.68,6970.21,8408.16,10417.61,12.47,7457.71,6603.69,25.37,0.24,1.0,6.07,21.41,60.29,27.35,6.04,3.88,3.39,0.37,25.19,1.9,0.86,0.39,5.56,1004.94,1004.94,2477.12,0.31,0.48,0.41,0.39,0.46,1660.05,638.57,0.02,0.3,0.03,0.01,0.0,0.0,0.02,0.12,0.03,0.12,0.44,0.15,0.6,0.82,UTILITY,BOTTOM,4.05,0.93,269.55,219.53
910,Hwei,5.1,5.19,8.38,594,25018.92,18578.94,23672.88,1082.87,262.45,0.0,26.68,41.41,722.7,10006.39,14511.15,15.04,11243.37,10396.95,191.9,2.11,5.1,3.84,20.76,19.21,10.08,2.11,1.46,1.3,0.35,27.74,1.98,0.9,0.47,5.8,3278.19,3278.19,7327.81,0.29,0.5,0.43,0.47,0.5,1721.06,605.51,0.01,0.3,0.39,0.05,0.0,0.0,0.05,0.08,0.07,0.03,1.02,0.15,0.47,0.8,MIDDLE,MIDDLE,2.6,6.76,391.97,872.22
950,Naafiri,7.57,5.7,6.29,112,25261.91,27916.65,142.91,23610.09,1508.38,6.72,2.97,1533.56,0.0,24112.54,14702.08,15.01,12138.99,11152.88,163.31,23.54,7.57,1.86,21.14,16.62,7.38,1.88,0.65,0.54,0.42,29.34,2.2,0.97,0.47,6.21,3225.71,3225.71,10805.19,0.3,0.53,0.5,0.47,0.58,1716.98,622.25,0.03,0.2,0.79,0.14,0.03,0.02,0.14,0.05,0.04,0.04,1.1,0.19,0.48,0.79,MIDDLE,MIDDLE,2.43,6.53,424.2,882.78
